Year,SERIES,UNIT_MEASURE,Vrsta proizvoda,Value
2013,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF_AGG3A,0.88088
2014,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF_AGG3A,0.93902
2015,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF_AGG3A,0.9671
2016,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF_AGG3A,0.99199
2017,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF_AGG3A,1.01558
2000,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF3,0.59118
2001,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF3,0.64774
2002,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF3,0.71979
2003,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF3,1.1024
2004,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF3,0.91626
2005,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF3,0.71131
2006,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF3,0.86487
2007,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF3,0.9309
2008,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF3,0.93978
2009,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF3,0.91173
2010,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF3,0.90804
2011,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF3,0.87122
2012,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF3,0.91871
2013,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF3,0.97256
2014,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF3,1.04026
2015,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF3,1.07055
2016,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF3,1.09735
2017,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF3,1.12276
2000,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF421,0.09524
2001,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF421,0.09073
2002,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF421,0.0836
2003,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF421,0.07484
2004,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF421,0.08265
2005,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF421,0.07506
2006,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF421,0.07635
2007,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF421,0.07675
2008,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF421,0.0838
2009,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF421,0.09613
2010,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF421,0.09723
2011,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF421,0.09884
2012,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF421,0.08914
2013,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF421,0.08459
2014,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF421,0.07779
2015,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF421,0.07774
2016,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF421,0.07757
2017,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF421,0.07742
2000,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF14,0.0007
2001,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF14,0.0007
2002,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF14,0.00086
2003,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF14,0.00087
2004,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF14,0.00095
2005,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF14,0.00103
2006,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF14,0.00071
2007,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF14,0.00066
2008,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF14,0.00062
2009,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF14,0.0006
2010,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF14,0.00053
2011,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF14,0.00048
2012,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF14,0.00049
2013,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF14,0.0005
2014,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF14,0.0005
2015,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF14,0.00047
2016,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF14,0.00045
2017,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF14,0.00043
2000,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF13,0.20564
2001,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF13,0.17656
2002,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF13,0.1888
2003,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF13,0.17693
2004,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF13,0.12747
2005,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF13,0.12901
2006,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF13,0.1348
2007,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF13,0.1113
2008,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF13,0.11595
2009,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF13,0.10079
2010,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF13,0.11215
2011,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF13,0.11612
2012,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF13,0.12145
2013,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF13,0.1262
2014,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF13,0.1198
2015,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF13,0.10868
2016,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF13,0.10473
2017,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,MF13,0.10104
2000,Potrošnja domaćih materijala,Tone,_T,23365825.75365
2001,Potrošnja domaćih materijala,Tone,_T,24613314.28434
2002,Potrošnja domaćih materijala,Tone,_T,26390478.3
2003,Potrošnja domaćih materijala,Tone,_T,31600971.235
2004,Potrošnja domaćih materijala,Tone,_T,32465536.662
2005,Potrošnja domaćih materijala,Tone,_T,32188746.13883
2006,Potrošnja domaćih materijala,Tone,_T,36275747.3839
2007,Potrošnja domaćih materijala,Tone,_T,37152644.0546
2008,Potrošnja domaćih materijala,Tone,_T,41532236.07692
2009,Potrošnja domaćih materijala,Tone,_T,40348689.97848
2010,Potrošnja domaćih materijala,Tone,_T,38823258.16083
2011,Potrošnja domaćih materijala,Tone,_T,40395999.20143
2012,Potrošnja domaćih materijala,Tone,_T,39402478.74455
2013,Potrošnja domaćih materijala,Tone,_T,41976401.6291
2014,Potrošnja domaćih materijala,Tone,_T,42791244.54296
2015,Potrošnja domaćih materijala,Tone,_T,45513731.42272
2016,Potrošnja domaćih materijala,Tone,_T,47360105.11949
2017,Potrošnja domaćih materijala,Tone,_T,49206478.81624
2000,Potrošnja domaćih materijala,Tone,MF1,6925657.0
2001,Potrošnja domaćih materijala,Tone,MF1,7512072.0
2002,Potrošnja domaćih materijala,Tone,MF1,7782116.0
2003,Potrošnja domaćih materijala,Tone,MF1,6224523.0
2004,Potrošnja domaćih materijala,Tone,MF1,8323459.0
2005,Potrošnja domaćih materijala,Tone,MF1,8329607.0
2006,Potrošnja domaćih materijala,Tone,MF1,8604851.0
2007,Potrošnja domaćih materijala,Tone,MF1,7841856.0
2008,Potrošnja domaćih materijala,Tone,MF1,8899146.0
2009,Potrošnja domaćih materijala,Tone,MF1,8491325.0
2010,Potrošnja domaćih materijala,Tone,MF1,8296309.0
2011,Potrošnja domaćih materijala,Tone,MF1,8310136.0
2012,Potrošnja domaćih materijala,Tone,MF1,7469798.0
2013,Potrošnja domaćih materijala,Tone,MF1,8718073.0
2014,Potrošnja domaćih materijala,Tone,MF1,8291559.0
2015,Potrošnja domaćih materijala,Tone,MF1,8273228.0
2016,Potrošnja domaćih materijala,Tone,MF1,8382525.0
2017,Potrošnja domaćih materijala,Tone,MF1,8491821.0
2000,Potrošnja domaćih materijala,Tone,MF41,7378000.0
2001,Potrošnja domaćih materijala,Tone,MF41,7495000.0
2002,Potrošnja domaćih materijala,Tone,MF41,7774000.0
2003,Potrošnja domaćih materijala,Tone,MF41,8429000.0
2004,Potrošnja domaćih materijala,Tone,MF41,8536000.0
2005,Potrošnja domaćih materijala,Tone,MF41,8979000.0
2006,Potrošnja domaćih materijala,Tone,MF41,9817000.0
2007,Potrošnja domaćih materijala,Tone,MF41,9607000.0
2008,Potrošnja domaćih materijala,Tone,MF41,11075000.0
2009,Potrošnja domaćih materijala,Tone,MF41,11728000.0
2010,Potrošnja domaćih materijala,Tone,MF41,11368000.0
2011,Potrošnja domaćih materijala,Tone,MF41,13132000.0
2012,Potrošnja domaćih materijala,Tone,MF41,12561000.0
2013,Potrošnja domaćih materijala,Tone,MF41,12315000.0
2014,Potrošnja domaćih materijala,Tone,MF41,12303000.0
2015,Potrošnja domaćih materijala,Tone,MF41,13704000.0
2016,Potrošnja domaćih materijala,Tone,MF41,14134591.0
2017,Potrošnja domaćih materijala,Tone,MF41,14565182.0
2000,Potrošnja domaćih materijala,Tone,MF121,1274913.0
2001,Potrošnja domaćih materijala,Tone,MF121,1631232.0
2002,Potrošnja domaćih materijala,Tone,MF121,1869727.0
2003,Potrošnja domaćih materijala,Tone,MF121,1150939.0
2004,Potrošnja domaćih materijala,Tone,MF121,2055582.0
2005,Potrošnja domaćih materijala,Tone,MF121,1967457.0
2006,Potrošnja domaćih materijala,Tone,MF121,1946952.0
2007,Potrošnja domaćih materijala,Tone,MF121,1441252.0
2008,Potrošnja domaćih materijala,Tone,MF121,1982034.0
2009,Potrošnja domaćih materijala,Tone,MF121,1983541.0
2010,Potrošnja domaćih materijala,Tone,MF121,1617069.0
2011,Potrošnja domaćih materijala,Tone,MF121,1613679.0
2012,Potrošnja domaćih materijala,Tone,MF121,1276287.0
2013,Potrošnja domaćih materijala,Tone,MF121,1734085.0
2014,Potrošnja domaćih materijala,Tone,MF121,1558809.0
2015,Potrošnja domaćih materijala,Tone,MF121,1559670.0
2016,Potrošnja domaćih materijala,Tone,MF121,1560531.0
2017,Potrošnja domaćih materijala,Tone,MF121,1561392.0
2000,Potrošnja domaćih materijala,Tone,MF11,2947535.0
2001,Potrošnja domaćih materijala,Tone,MF11,3621751.0
2002,Potrošnja domaćih materijala,Tone,MF11,3436185.0
2003,Potrošnja domaćih materijala,Tone,MF11,2659906.0
2004,Potrošnja domaćih materijala,Tone,MF11,4408017.0
2005,Potrošnja domaćih materijala,Tone,MF11,4300520.0
2006,Potrošnja domaćih materijala,Tone,MF11,4153998.0
2007,Potrošnja domaćih materijala,Tone,MF11,3773949.0
2008,Potrošnja domaćih materijala,Tone,MF11,4231476.0
2009,Potrošnja domaćih materijala,Tone,MF11,4129768.0
2010,Potrošnja domaćih materijala,Tone,MF11,3817818.0
2011,Potrošnja domaćih materijala,Tone,MF11,3811119.0
2012,Potrošnja domaćih materijala,Tone,MF11,3355493.0
2013,Potrošnja domaćih materijala,Tone,MF11,4007620.0
2014,Potrošnja domaćih materijala,Tone,MF11,3848757.0
2015,Potrošnja domaćih materijala,Tone,MF11,3900797.0
2016,Potrošnja domaćih materijala,Tone,MF11,3953837.0
2017,Potrošnja domaćih materijala,Tone,MF11,4006877.0
2000,Potrošnja domaćih materijala,Tone,MF21,363000.0
2001,Potrošnja domaćih materijala,Tone,MF21,264000.0
2002,Potrošnja domaćih materijala,Tone,MF21,212000.0
2003,Potrošnja domaćih materijala,Tone,MF21,271762.0
2004,Potrošnja domaćih materijala,Tone,MF21,367790.0
2005,Potrošnja domaćih materijala,Tone,MF21,1930316.0
2006,Potrošnja domaćih materijala,Tone,MF21,2067141.0
2007,Potrošnja domaćih materijala,Tone,MF21,2001352.0
2008,Potrošnja domaćih materijala,Tone,MF21,2410638.0
2009,Potrošnja domaćih materijala,Tone,MF21,2333265.0
2010,Potrošnja domaćih materijala,Tone,MF21,841223.0
2011,Potrošnja domaćih materijala,Tone,MF21,1066128.0
2012,Potrošnja domaćih materijala,Tone,MF21,955854.0
2013,Potrošnja domaćih materijala,Tone,MF21,1309470.0
2014,Potrošnja domaćih materijala,Tone,MF21,1389676.0
2015,Potrošnja domaćih materijala,Tone,MF21,1489794.0
2016,Potrošnja domaćih materijala,Tone,MF21,1589912.0
2017,Potrošnja domaćih materijala,Tone,MF21,1690030.0
2000,Potrošnja domaćih materijala,Tone,MF4,8696585.0
2001,Potrošnja domaćih materijala,Tone,MF4,8729640.0
2002,Potrošnja domaćih materijala,Tone,MF4,8966593.0
2003,Potrošnja domaćih materijala,Tone,MF4,9578052.0
2004,Potrošnja domaćih materijala,Tone,MF4,9940564.0
2005,Potrošnja domaćih materijala,Tone,MF4,10357386.0
2006,Potrošnja domaćih materijala,Tone,MF4,11289840.0
2007,Potrošnja domaćih materijala,Tone,MF4,11172316.0
2008,Potrošnja domaćih materijala,Tone,MF4,12831129.0
2009,Potrošnja domaćih materijala,Tone,MF4,13527645.0
2010,Potrošnja domaćih materijala,Tone,MF4,13208622.0
2011,Potrošnja domaćih materijala,Tone,MF4,15040166.0
2012,Potrošnja domaćih materijala,Tone,MF4,14272837.0
2013,Potrošnja domaćih materijala,Tone,MF4,13943173.0
2014,Potrošnja domaćih materijala,Tone,MF4,13817450.0
2015,Potrošnja domaćih materijala,Tone,MF4,15292774.0
2016,Potrošnja domaćih materijala,Tone,MF4,15764357.0
2017,Potrošnja domaćih materijala,Tone,MF4,16235940.0
2000,Potrošnja domaćih materijala,Tone,MF422,170585.0
2001,Potrošnja domaćih materijala,Tone,MF422,111640.0
2002,Potrošnja domaćih materijala,Tone,MF422,105593.0
2003,Potrošnja domaćih materijala,Tone,MF422,138052.0
2004,Potrošnja domaćih materijala,Tone,MF422,217564.0
2005,Potrošnja domaćih materijala,Tone,MF422,258386.0
2006,Potrošnja domaćih materijala,Tone,MF422,271840.0
2007,Potrošnja domaćih materijala,Tone,MF422,287316.0
2008,Potrošnja domaćih materijala,Tone,MF422,285129.0
2009,Potrošnja domaćih materijala,Tone,MF422,162645.0
2010,Potrošnja domaćih materijala,Tone,MF422,170622.0
2011,Potrošnja domaćih materijala,Tone,MF422,194166.0
2012,Potrošnja domaćih materijala,Tone,MF422,178837.0
2013,Potrošnja domaćih materijala,Tone,MF422,139173.0
2014,Potrošnja domaćih materijala,Tone,MF422,129450.0
2015,Potrošnja domaćih materijala,Tone,MF422,162167.0
2016,Potrošnja domaćih materijala,Tone,MF422,161552.0
2017,Potrošnja domaćih materijala,Tone,MF422,160936.0
2000,Potrošnja domaćih materijala,Tone,MF122,215988.0
2001,Potrošnja domaćih materijala,Tone,MF122,64934.0
2002,Potrošnja domaćih materijala,Tone,MF122,10345.0
2003,Potrošnja domaćih materijala,Tone,MF122,11871.0
2004,Potrošnja domaćih materijala,Tone,MF122,15555.0
2005,Potrošnja domaćih materijala,Tone,MF122,121154.0
2006,Potrošnja domaćih materijala,Tone,MF122,372387.0
2007,Potrošnja domaćih materijala,Tone,MF122,762407.0
2008,Potrošnja domaćih materijala,Tone,MF122,639254.0
2009,Potrošnja domaćih materijala,Tone,MF122,651569.0
2010,Potrošnja domaćih materijala,Tone,MF122,926011.0
2011,Potrošnja domaćih materijala,Tone,MF122,863410.0
2012,Potrošnja domaćih materijala,Tone,MF122,741105.0
2013,Potrošnja domaćih materijala,Tone,MF122,746135.0
2014,Potrošnja domaćih materijala,Tone,MF122,742237.0
2015,Potrošnja domaćih materijala,Tone,MF122,809734.0
2016,Potrošnja domaćih materijala,Tone,MF122,877230.0
2017,Potrošnja domaćih materijala,Tone,MF122,944726.0
2000,Potrošnja domaćih materijala,Tone,MF2,617700.0
2001,Potrošnja domaćih materijala,Tone,MF2,354000.0
2002,Potrošnja domaćih materijala,Tone,MF2,283300.0
2003,Potrošnja domaćih materijala,Tone,MF2,906482.0
2004,Potrošnja domaćih materijala,Tone,MF2,1042616.0
2005,Potrošnja domaćih materijala,Tone,MF2,2887739.0
2006,Potrošnja domaćih materijala,Tone,MF2,2776722.0
2007,Potrošnja domaćih materijala,Tone,MF2,2638404.0
2008,Potrošnja domaćih materijala,Tone,MF2,3304467.0
2009,Potrošnja domaćih materijala,Tone,MF2,2804338.0
2010,Potrošnja domaćih materijala,Tone,MF2,1721511.0
2011,Potrošnja domaćih materijala,Tone,MF2,1938285.0
2012,Potrošnja domaćih materijala,Tone,MF2,1860499.0
2013,Potrošnja domaćih materijala,Tone,MF2,2196611.0
2014,Potrošnja domaćih materijala,Tone,MF2,2161488.0
2015,Potrošnja domaćih materijala,Tone,MF2,2301911.0
2016,Potrošnja domaćih materijala,Tone,MF2,2442334.0
2017,Potrošnja domaćih materijala,Tone,MF2,2582757.0
2000,Potrošnja domaćih materijala,Tone,MF22,254700.0
2001,Potrošnja domaćih materijala,Tone,MF22,90000.0
2002,Potrošnja domaćih materijala,Tone,MF22,71300.0
2003,Potrošnja domaćih materijala,Tone,MF22,634719.0
2004,Potrošnja domaćih materijala,Tone,MF22,674826.0
2005,Potrošnja domaćih materijala,Tone,MF22,957423.0
2006,Potrošnja domaćih materijala,Tone,MF22,709581.0
2007,Potrošnja domaćih materijala,Tone,MF22,637052.0
2008,Potrošnja domaćih materijala,Tone,MF22,893829.0
2009,Potrošnja domaćih materijala,Tone,MF22,471073.0
2010,Potrošnja domaćih materijala,Tone,MF22,880288.0
2011,Potrošnja domaćih materijala,Tone,MF22,872157.0
2012,Potrošnja domaćih materijala,Tone,MF22,904645.0
2013,Potrošnja domaćih materijala,Tone,MF22,887141.0
2014,Potrošnja domaćih materijala,Tone,MF22,771812.0
2015,Potrošnja domaćih materijala,Tone,MF22,812117.0
2016,Potrošnja domaćih materijala,Tone,MF22,852422.0
2017,Potrošnja domaćih materijala,Tone,MF22,892727.0
2000,Potrošnja domaćih materijala,Tone,MF_AGG3B,712400.0
2001,Potrošnja domaćih materijala,Tone,MF_AGG3B,953712.0
2002,Potrošnja domaćih materijala,Tone,MF_AGG3B,868329.0
2003,Potrošnja domaćih materijala,Tone,MF_AGG3B,474027.0
2004,Potrošnja domaćih materijala,Tone,MF_AGG3B,673221.0
2005,Potrošnja domaćih materijala,Tone,MF_AGG3B,989939.0
2006,Potrošnja domaćih materijala,Tone,MF_AGG3B,1687683.0
2007,Potrošnja domaćih materijala,Tone,MF_AGG3B,2301692.0
2008,Potrošnja domaćih materijala,Tone,MF_AGG3B,2349561.0
2009,Potrošnja domaćih materijala,Tone,MF_AGG3B,1954762.0
2010,Potrošnja domaćih materijala,Tone,MF_AGG3B,1511972.0
2011,Potrošnja domaćih materijala,Tone,MF_AGG3B,1875354.0
2012,Potrošnja domaćih materijala,Tone,MF_AGG3B,1860735.0
2013,Potrošnja domaćih materijala,Tone,MF_AGG3B,1613745.0
2014,Potrošnja domaćih materijala,Tone,MF_AGG3B,1802499.0
2015,Potrošnja domaćih materijala,Tone,MF_AGG3B,1898417.0
2016,Potrošnja domaćih materijala,Tone,MF_AGG3B,1994336.0
2017,Potrošnja domaćih materijala,Tone,MF_AGG3B,2090255.0
2000,Potrošnja domaćih materijala,Tone,MF_AGG3A,6413484.0
2001,Potrošnja domaćih materijala,Tone,MF_AGG3A,7063890.0
2002,Potrošnja domaćih materijala,Tone,MF_AGG3A,8490140.0
2003,Potrošnja domaćih materijala,Tone,MF_AGG3A,14417888.0
2004,Potrošnja domaćih materijala,Tone,MF_AGG3A,12485677.0
2005,Potrošnja domaćih materijala,Tone,MF_AGG3A,9624076.0
2006,Potrošnja domaćih materijala,Tone,MF_AGG3A,11916651.0
2007,Potrošnja domaćih materijala,Tone,MF_AGG3A,13198376.0
2008,Potrošnja domaćih materijala,Tone,MF_AGG3A,14147934.0
2009,Potrošnja domaćih materijala,Tone,MF_AGG3A,13570620.0
