Year,SERIES,UNIT_MEASURE,Spol,Vrsta vještina,Godine,Stepen urbanizacije,Value
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Slanje e - pošte sa priloženim fajlovima,Svi dobni rasponi ili nema podjele po godinama,Urbano,47.7
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Slanje e - pošte sa priloženim fajlovima,Svi dobni rasponi ili nema podjele po godinama,Urbano,31.1
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Slanje e - pošte sa priloženim fajlovima,Svi dobni rasponi ili nema podjele po godinama,Urbano,34.4
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Slanje e - pošte sa priloženim fajlovima,Svi dobni rasponi ili nema podjele po godinama,Urbano,44.4
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Slanje e - pošte sa priloženim fajlovima,Svi dobni rasponi ili nema podjele po godinama,Urbano,45.1
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Slanje e - pošte sa priloženim fajlovima,Svi dobni rasponi ili nema podjele po godinama,Urbano,36.2
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Slanje e - pošte sa priloženim fajlovima,Svi dobni rasponi ili nema podjele po godinama,Urbano,51.0
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Izrada elektronskih prezentacija sa softverom za prezentacije,Svi dobni rasponi ili nema podjele po godinama,Sva područja,12.5
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Izrada elektronskih prezentacija sa softverom za prezentacije,Svi dobni rasponi ili nema podjele po godinama,Sva područja,11.1
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Izrada elektronskih prezentacija sa softverom za prezentacije,Svi dobni rasponi ili nema podjele po godinama,Sva područja,16.3
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Izrada elektronskih prezentacija sa softverom za prezentacije,Svi dobni rasponi ili nema podjele po godinama,Sva područja,10.7
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Izrada elektronskih prezentacija sa softverom za prezentacije,Svi dobni rasponi ili nema podjele po godinama,Sva područja,9.2
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Izrada elektronskih prezentacija sa softverom za prezentacije,Svi dobni rasponi ili nema podjele po godinama,Sva područja,15.0
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Izrada elektronskih prezentacija sa softverom za prezentacije,Svi dobni rasponi ili nema podjele po godinama,Sva područja,14.5
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Izrada elektronskih prezentacija sa softverom za prezentacije,Svi dobni rasponi ili nema podjele po godinama,Sva područja,13.2
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Izrada elektronskih prezentacija sa softverom za prezentacije,Svi dobni rasponi ili nema podjele po godinama,Sva područja,17.8
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Izrada elektronskih prezentacija sa softverom za prezentacije,Svi dobni rasponi ili nema podjele po godinama,Ruralno,7.6
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Izrada elektronskih prezentacija sa softverom za prezentacije,Svi dobni rasponi ili nema podjele po godinama,Ruralno,8.5
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Izrada elektronskih prezentacija sa softverom za prezentacije,Svi dobni rasponi ili nema podjele po godinama,Ruralno,14.4
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Izrada elektronskih prezentacija sa softverom za prezentacije,Svi dobni rasponi ili nema podjele po godinama,Ruralno,6.1
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Izrada elektronskih prezentacija sa softverom za prezentacije,Svi dobni rasponi ili nema podjele po godinama,Ruralno,6.2
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Izrada elektronskih prezentacija sa softverom za prezentacije,Svi dobni rasponi ili nema podjele po godinama,Ruralno,12.7
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Izrada elektronskih prezentacija sa softverom za prezentacije,Svi dobni rasponi ili nema podjele po godinama,Ruralno,9.3
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Izrada elektronskih prezentacija sa softverom za prezentacije,Svi dobni rasponi ili nema podjele po godinama,Ruralno,10.8
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Izrada elektronskih prezentacija sa softverom za prezentacije,Svi dobni rasponi ili nema podjele po godinama,Ruralno,16.4
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Izrada elektronskih prezentacija sa softverom za prezentacije,Svi dobni rasponi ili nema podjele po godinama,Urbano,19.1
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Izrada elektronskih prezentacija sa softverom za prezentacije,Svi dobni rasponi ili nema podjele po godinama,Urbano,14.6
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Izrada elektronskih prezentacija sa softverom za prezentacije,Svi dobni rasponi ili nema podjele po godinama,Urbano,18.8
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Izrada elektronskih prezentacija sa softverom za prezentacije,Svi dobni rasponi ili nema podjele po godinama,Urbano,16.8
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Izrada elektronskih prezentacija sa softverom za prezentacije,Svi dobni rasponi ili nema podjele po godinama,Urbano,12.9
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Izrada elektronskih prezentacija sa softverom za prezentacije,Svi dobni rasponi ili nema podjele po godinama,Urbano,17.9
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Izrada elektronskih prezentacija sa softverom za prezentacije,Svi dobni rasponi ili nema podjele po godinama,Urbano,21.8
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Izrada elektronskih prezentacija sa softverom za prezentacije,Svi dobni rasponi ili nema podjele po godinama,Urbano,16.9
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Izrada elektronskih prezentacija sa softverom za prezentacije,Svi dobni rasponi ili nema podjele po godinama,Urbano,19.8
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Obavljanje formalnog online kursa,Svi dobni rasponi ili nema podjele po godinama,Sva područja,3.7
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Obavljanje formalnog online kursa,Svi dobni rasponi ili nema podjele po godinama,Sva područja,4.7
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Obavljanje formalnog online kursa,Svi dobni rasponi ili nema podjele po godinama,Sva područja,5.6
2022,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Obavljanje formalnog online kursa,Svi dobni rasponi ili nema podjele po godinama,Sva područja,8.9
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Obavljanje formalnog online kursa,Svi dobni rasponi ili nema podjele po godinama,Sva područja,3.3
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Obavljanje formalnog online kursa,Svi dobni rasponi ili nema podjele po godinama,Sva područja,2.7
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Obavljanje formalnog online kursa,Svi dobni rasponi ili nema podjele po godinama,Sva područja,8.8
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Obavljanje formalnog online kursa,Svi dobni rasponi ili nema podjele po godinama,Sva područja,4.0
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Obavljanje formalnog online kursa,Svi dobni rasponi ili nema podjele po godinama,Sva područja,6.9
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Obavljanje formalnog online kursa,Svi dobni rasponi ili nema podjele po godinama,Sva područja,4.4
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Obavljanje formalnog online kursa,Svi dobni rasponi ili nema podjele po godinama,Ruralno,2.3
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Obavljanje formalnog online kursa,Svi dobni rasponi ili nema podjele po godinama,Ruralno,3.7
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Obavljanje formalnog online kursa,Svi dobni rasponi ili nema podjele po godinama,Ruralno,5.2
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Obavljanje formalnog online kursa,Svi dobni rasponi ili nema podjele po godinama,Ruralno,1.9
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Obavljanje formalnog online kursa,Svi dobni rasponi ili nema podjele po godinama,Ruralno,1.3
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Obavljanje formalnog online kursa,Svi dobni rasponi ili nema podjele po godinama,Ruralno,6.4
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Obavljanje formalnog online kursa,Svi dobni rasponi ili nema podjele po godinama,Ruralno,2.6
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Obavljanje formalnog online kursa,Svi dobni rasponi ili nema podjele po godinama,Ruralno,6.1
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Obavljanje formalnog online kursa,Svi dobni rasponi ili nema podjele po godinama,Ruralno,3.9
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Obavljanje formalnog online kursa,Svi dobni rasponi ili nema podjele po godinama,Urbano,5.3
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Obavljanje formalnog online kursa,Svi dobni rasponi ili nema podjele po godinama,Urbano,6.0
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Obavljanje formalnog online kursa,Svi dobni rasponi ili nema podjele po godinama,Urbano,6.2
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Obavljanje formalnog online kursa,Svi dobni rasponi ili nema podjele po godinama,Urbano,4.8
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Obavljanje formalnog online kursa,Svi dobni rasponi ili nema podjele po godinama,Urbano,4.3
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Obavljanje formalnog online kursa,Svi dobni rasponi ili nema podjele po godinama,Urbano,7.3
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Obavljanje formalnog online kursa,Svi dobni rasponi ili nema podjele po godinama,Urbano,5.8
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Obavljanje formalnog online kursa,Svi dobni rasponi ili nema podjele po godinama,Urbano,8.0
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Obavljanje formalnog online kursa,Svi dobni rasponi ili nema podjele po godinama,Urbano,5.0
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Sva područja,56.5
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Sva područja,73.0
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Sva područja,56.5
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Sva područja,67.2
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Sva područja,67.0
2022,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Sva područja,75.7
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Sva područja,70.3
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Sva područja,56.6
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Sva područja,73.6
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Sva područja,55.6
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Sva područja,65.8
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Sva područja,65.7
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Sva područja,67.1
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Sva područja,56.4
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Sva područja,72.2
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Sva područja,57.5
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Sva područja,68.7
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Sva područja,68.4
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Sva područja,73.3
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Ruralno,56.4
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Ruralno,71.1
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Ruralno,55.4
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Ruralno,65.1
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Ruralno,67.0
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Ruralno,66.8
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Ruralno,54.8
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Ruralno,69.7
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Ruralno,55.1
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Ruralno,62.0
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Ruralno,65.1
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Ruralno,63.5
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Ruralno,58.0
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Ruralno,72.8
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Ruralno,55.8
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Ruralno,68.4
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Ruralno,69.0
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Ruralno,69.8
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Urbano,56.7
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Urbano,74.9
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Urbano,57.9
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Urbano,69.7
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Urbano,67.0
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Urbano,74.9
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Urbano,58.6
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Urbano,77.8
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Urbano,56.2
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Urbano,70.4
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Urbano,66.4
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Urbano,71.7
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Urbano,54.4
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Urbano,71.6
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Urbano,60.0
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Urbano,69.0
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Urbano,67.6
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Dobijanje informacija o robi ili uslugama na mreži,Svi dobni rasponi ili nema podjele po godinama,Urbano,78.1
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Sva područja,13.7
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Sva područja,19.6
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Sva područja,25.9
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Sva područja,24.6
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Sva područja,31.9
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Sva područja,13.1
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Sva područja,18.9
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Kupovina ili naručivanje robe ili usluga putem Interneta,Svi dobni rasponi ili nema podjele po godinama,Sva područja,19.5
